date,region,area_code,below10,10to19,20to29,30to39,40to49,50to59,60to69,70to79,80to89,90to99,over100,total_movein,total_moveout,net_move,inner_move,inner_movein,inner_moveout,between_movein,between_moveout,born,born_rate,marriage,marriage_rate,public_vehicle,private_vehicle,commercial_vehicle,total_vehicle
2019-10-01,경상북도,4700000000,551549,750887,1399898,1426203,1455582,1494808,1292446,711551,317543,41954,1301,22770,22851,-81,9939,3819,3819,9012,9093,1239.0,5.5,872.0,3.9,7403.0,1386983.0,48455.0,1442841.0
2019-11-01,경상북도,4700000000,548408,750116,1394900,1426247,1452970,1493294,1295878,712324,319313,42080,1306,24518,24247,271,10894,4164,4164,9460,9189,1159.0,5.3,897.0,4.1,7442.0,1387980.0,48500.0,1443922.0
2019-12-01,경상북도,4700000000,545317,749118,1389483,1425808,1449706,1492802,1297787,713496,321209,42354,1292,31160,30284,876,12422,5755,5755,12983,12107,951.0,4.2,1156.0,5.1,7456.0,1390321.0,48485.0,1446262.0
2020-01-01,경상북도,4700000000,218508,266044,413562,404079,502239,553860,550275,299101,125129,15679,398,28254,30667,-2413,11661,5451,5451,11142,13555,1273.0,5.7,924.0,4.1,7470.0,1393695.0,48596.0,1449761.0
2020-02-01,경상북도,4700000000,217588,265987,412039,402632,502454,552477,551598,300226,126147,15834,414,31464,34193,-2729,13451,5763,5763,12250,14979,1131.0,5.4,754.0,3.6,7513.0,1395313.0,48472.0,1451298.0
2020-03-01,경상북도,4700000000,216248,265788,410214,402162,501350,552022,551056,301389,126986,15870,419,31923,36640,-4717,14219,5909,5909,11795,16512,1172.0,5.2,830.0,3.7,7493.0,1394791.0,48435.0,1450719.0
2020-04-01,경상북도,4700000000,215153,265497,408673,401742,500825,552008,550633,301763,127647,15849,424,28090,29790,-1700,13867,4979,4979,9244,10944,1118.0,5.2,664.0,3.1,7536.0,1397061.0,48312.0,1452909.0
2020-05-01,경상북도,4700000000,214227,265390,407345,401267,499981,551219,550216,303785,128358,15945,434,22122,23634,-1512,9909,3711,3711,8502,10014,1099.0,4.9,657.0,2.9,7559.0,1399984.0,48253.0,1455796.0
2020-06-01,경상북도,4700000000,213182,265383,406111,400701,499882,550290,551115,304589,129096,15953,435,24641,26162,-1521,10697,4349,4349,9595,11116,1015.0,4.7,710.0,3.3,7666.0,1404346.0,48249.0,1460261.0
2020-07-01,경상북도,4700000000,211960,265244,404464,400134,499292,549731,551884,305525,129948,15979,434,22946,24780,-1834,10075,4416,4416,8455,10289,1051.0,4.7,707.0,3.2,7672.0,1407533.0,48290.0,1463495.0
2020-08-01,경상북도,4700000000,210796,265365,402848,399342,498370,548523,552651,306257,130866,15991,435,21828,24193,-2365,9452,4184,4184,8192,10557,1017.0,4.6,585.0,2.6,7589.0,1408267.0,48290.0,1464146.0
2020-09-01,경상북도,4700000000,209573,265453,400994,398551,496783,546578,551909,306539,131229,15827,390,23975,24378,-403,10686,4287,4287,9002,9405,1123.0,5.2,617.0,2.9,7599.0,1410660.0,48307.0,1466566.0
2020-10-01,경상북도,4700000000,208396,265675,399066,398074,495981,545322,553735,307007,132738,15898,394,23839,23274,565,10406,4173,4173,9260,8695,1066.0,4.8,774.0,3.5,7563.0,1413498.0,48315.0,1469376.0
2020-11-01,경상북도,4700000000,207280,266040,397234,397319,495502,544136,555194,307753,133470,15948,400,25795,25433,362,11301,4537,4537,9957,9595,945.0,4.4,811.0,3.8,7543.0,1416820.0,48433.0,1472796.0
2020-12-01,경상북도,4700000000,206377,265934,395398,396427,494742,543722,555859,308718,134148,16081,406,32824,31535,1289,13145,5850,5850,13829,12540,863.0,3.9,1013.0,4.6,7563.0,1419411.0,48415.0,1475389.0
2021-01-01,경상북도,4700000000,166878,218203,307600,283895,372019,419200,343237,178675,83566,10329,256,28704,29732,-1028,11472,5341,5341,11891,12919,1126.0,5.1,687.0,3.1,7497.0,1423535.0,48407.0,1479439.0
2021-02-01,경상북도,4700000000,166093,217654,305721,282950,371368,418757,344093,179535,84188,10467,269,31528,31770,-242,12147,6033,6033,13348,13590,1011.0,5.0,633.0,3.1,7514.0,1426594.0,48400.0,1482508.0
2021-03-01,경상북도,4700000000,165124,218018,305982,282579,370240,418644,344215,180067,84858,10498,269,34387,32948,1439,13219,6396,6396,14772,13333,1126.0,5.1,715.0,3.2,7542.0,1431952.0,48469.0,1487963.0
2021-04-01,경상북도,4700000000,164310,217935,305021,282403,369656,418743,344346,180239,85195,10463,262,26786,25653,1133,11461,4497,4497,10828,9695,1068.0,5.0,723.0,3.4,7540.0,1431226.0,48379.0,1487145.0
2021-05-01,경상북도,4700000000,163585,217674,303920,282025,368705,418324,344610,181408,85638,10519,268,24478,23151,1327,10583,3725,3725,10170,8843,992.0,4.5,676.0,3.0,7555.0,1430385.0,48589.0,1486529.0
2021-06-01,경상북도,4700000000,162690,217669,302746,281728,368477,417765,345400,182009,85999,10557,266,24479,23873,606,10874,4041,4041,9564,8958,991.0,4.6,644.0,3.0,7609.0,1431465.0,48631.0,1487705.0
2021-07-01,경상북도,4700000000,161775,217375,301782,281414,368010,417484,346375,182613,86396,10632,264,23587,23669,-82,9997,3942,3942,9648,9730,1040.0,4.7,619.0,2.8,7633.0,1434263.0,48741.0,1490637.0
2021-08-01,경상북도,4700000000,160903,217311,300291,281182,367091,416967,347256,182977,86998,10699,261,23799,24427,-628,10195,4000,4000,9604,10232,1065.0,4.8,549.0,2.5,7631.0,1435468.0,48774.0,1491873.0
2021-09-01,경상북도,4700000000,159966,217410,298790,280696,365839,416155,347621,183135,87235,10638,250,24353,25479,-1126,9160,4724,4724,10469,11595,1001.0,4.7,579.0,2.7,7630.0,1436909.0,48757.0,1493296.0
2021-10-01,경상북도,4700000000,159200,217589,297310,280310,365186,415716,349210,183332,88071,10678,250,22060,21480,580,9187,3885,3885,8988,8408,889.0,4.0,590.0,2.7,7620.0,1438597.0,48748.0,1494965.0
2021-11-01,경상북도,4700000000,158330,217737,295962,279979,364662,415172,350624,183667,88508,10740,238,24387,23693,694,11008,3874,3874,9505,8811,961.0,4.5,798.0,3.7,7654.0,1441063.0,48762.0,1497479.0
2021-12-01,경상북도,4700000000,157730,217532,294363,279457,363802,415142,351340,184159,89098,10830,238,29318,28654,664,12232,5417,5417,11669,11005,775.0,3.5,950.0,4.3,7688.0,1442712.0,48800.0,1499200.0
2022-01-01,경상북도,4700000000,216101,270999,389666,401271,481412,510714,401653,180022,83710,13175,427,24367,25706,-1339,9929,4530,4530,9908,11247,1118.0,5.0,671.0,3.0,7638.0,1446273.0,48820.0,1502731.0
2022-02-01,경상북도,4700000000,215555,270735,387975,400916,482160,510326,404347,180875,84405,13255,429,29187,30343,-1156,10447,5727,5727,13013,14169,920.0,4.6,706.0,3.5,7615.0,1448791.0,48861.0,1505267.0
2022-03-01,경상북도,4700000000,214628,270827,387276,401411,481705,510727,405444,181932,85018,13292,439,27572,28087,-515,10065,5229,5229,12278,12793,1061.0,4.8,668.0,3.0,7612.0,1451955.0,48978.0,1508545.0
2022-04-01,경상북도,4700000000,213853,270869,386184,401509,481836,511252,406279,182505,85361,13183,429,21380,21461,-81,8804,3776,3776,8800,8881,955.0,4.5,687.0,3.2,7575.0,1453629.0,48990.0,1510194.0
2022-05-01,경상북도,4700000000,213152,270717,385619,401964,481428,511681,406819,184293,85824,13244,426,22176,22205,-29,9190,3921,3921,9065,9094,968.0,4.4,730.0,3.3,7602.0,1453775.0,48947.0,1510324.0
2022-06-01,경상북도,4700000000,212441,270763,384680,402182,481832,511803,408132,185178,86347,13275,433,19948,21091,-1143,8618,3606,3606,7724,8867,832.0,3.9,641.0,3.0,7691.0,1455345.0,48893.0,1511929.0
2022-07-01,경상북도,4700000000,211842,270973,383741,402942,482412,512005,409817,186215,86823,13370,440,18938,19975,-1037,7673,3565,3565,7700,8737,879.0,4.0,568.0,2.6,7741.0,1458618.0,48866.0,1515225.0
2022-08-01,경상북도,4700000000,211468,271377,382191,403813,482429,511802,411942,186759,87415,13488,433,21066,22169,-1103,8315,3932,3932,8819,9922,975.0,4.4,689.0,3.1,7761.0,1460860.0,48861.0,1517482.0
2022-09-01,경상북도,4700000000,210724,271637,380672,403597,481636,510296,413007,187035,87677,13404,412,18325,19011,-686,7550,3262,3262,7513,8199,989.0,4.6,577.0,2.7,7776.0,1458634.0,48751.0,1515161.0
2022-10-01,경상북도,4700000000,209892,272060,379347,404193,481495,509664,415890,187253,88713,13460,421,17681,18189,-508,7214,3185,3185,7282,7790,959.0,4.3,653.0,3.0,7787.0,1461489.0,48733.0,1518009.0
2022-11-01,경상북도,4700000000,209299,272498,378008,404815,481748,509413,418264,187587,89209,13563,416,19866,19877,-11,8125,3404,3404,8337,8348,885.0,4.1,735.0,3.4,7808.0,1465073.0,48633.0,1521514.0
2022-12-01,경상북도,4700000000,208942,272740,376526,405262,481848,509651,420463,188099,89656,13704,423,22650,22708,-58,8945,4132,4132,9573,9631,770.0,3.5,855.0,3.9,7821.0,1467542.0,48551.0,1523914.0
2023-01-01,경상북도,4700000000,113235,152100,206209,180707,236343,236162,172597,94918,43059,6127,179,22636,24286,-1650,8432,4424,4424,9780,11430,1041.0,4.7,819.0,3.7,7855.0,1471915.0,48561.0,1528331.0
2023-02-01,경상북도,4700000000,112587,151866,205016,179959,236519,236405,172881,95060,43390,6162,187,27074,29089,-2015,8841,5644,5644,12589,14604,942.0,4.7,719.0,3.6,7838.0,1476063.0,48646.0,1532547.0
2023-03-01,경상북도,4700000000,111985,151441,204317,179557,236118,236826,172992,95107,43765,6168,187,26590,26590,0,9129,5307,5307,12154,12154,923.0,4.2,780.0,3.6,7852.0,1479941.0,48761.0,1536554.0
2023-04-01,경상북도,4700000000,111370,151272,203653,179137,236055,236971,173183,94924,44017,6154,180,19345,19246,99,7469,3631,3631,8245,8146,825.0,3.9,583.0,2.7,7836.0,1481429.0,48961.0,1538226.0
2014-01-01,경상남도,4800000000,110875,151063,203113,178812,235729,237165,173069,95464,44386,6152,184,37984,37591,393,18704,7231,7231,12049,11656,2753.0,9.78,1788.0,6.4,5803.0,1406186.0,83469.0,1495458.0
2014-02-01,경상남도,4800000000,110321,150921,202400,178639,235644,237347,173402,95616,44754,6149,185,43886,45361,-1475,19487,9641,9641,14758,16233,2651.0,10.43,1681.0,6.6,5826.0,1407711.0,82910.0,1496447.0
2014-03-01,경상남도,4800000000,109608,150856,201819,178529,235238,237542,173953,95736,45058,6174,190,40389,40611,-222,19042,8029,8029,13318,13540,2639.0,9.38,1485.0,5.3,5852.0,1409376.0,82706.0,1497934.0
2014-04-01,경상남도,4800000000,109095,150847,201275,178362,234791,237603,174726,95811,45483,6214,190,39448,38432,1016,20631,6839,6839,11978,10962,2556.0,9.38,1459.0,5.4,5892.0,1411501.0,81898.0,1499291.0
2014-05-01,경상남도,4800000000,108527,150801,200863,178172,234066,237425,175175,95722,45707,6226,172,38979,37039,1940,20706,6464,6464,11809,9869,2458.0,8.73,1768.0,6.3,5940.0,1413934.0,81625.0,1501499.0
2014-06-01,경상남도,4800000000,107958,150926,200216,177966,233517,237620,176117,95627,46288,6247,169,35741,35326,415,19440,6007,6007,10294,9879,2390.0,8.76,1503.0,5.5,5958.0,1415775.0,77915.0,1499648.0
2014-07-01,경상남도,4800000000,107448,150882,199559,177707,233135,237710,176870,95824,46483,6260,171,35603,35313,290,19027,6317,6317,10259,9969,2432.0,8.62,1509.0,5.4,5961.0,1418165.0,77432.0,1501558.0
2014-08-01,경상남도,4800000000,106977,150857,198619,177417,232740,237879,177332,96069,46682,6305,173,33883,33758,125,17563,6105,6105,10215,10090,2446.0,8.67,1405.0,5.0,5951.0,1419620.0,77184.0,1502755.0
2014-09-01,경상남도,4800000000,107005,141840,208606,189122,230741,239766,191487,92668,43623,6238,176,34731,35217,-486,19007,5719,5719,10005,10491,2620.0,9.59,1105.0,4.0,6010.0,1421198.0,77004.0,1504212.0
2014-10-01,경상남도,4800000000,106653,141530,208066,188583,230847,239393,192322,92944,44038,6309,177,40811,41366,-555,22570,6823,6823,11418,11973,2501.0,8.86,1694.0,6.0,6020.0,1423026.0,76612.0,1505658.0
2014-11-01,경상남도,4800000000,106190,141226,207580,188531,230213,239512,192657,93219,44399,6353,177,37792,35513,2279,19894,6257,6257,11641,9362,2150.0,7.87,1475.0,5.4,5975.0,1426667.0,76510.0,1509152.0
2014-12-01,경상남도,4800000000,105714,140935,207253,188455,229928,239743,192839,93333,44658,6323,179,42992,40637,2355,20806,7616,7616,14570,12215,2167.0,7.67,2184.0,7.7,5910.0,1429187.0,77110.0,1512207.0
2015-01-01,경상남도,4800000000,105212,140734,207048,188394,229486,239729,192967,93935,44914,6337,177,40249,40066,183,19232,7881,7881,13136,12953,2743.0,9.7,1848.0,6.5,5927.0,1435434.0,77362.0,1518723.0
2015-02-01,경상남도,4800000000,104742,140506,206542,188196,229351,239725,193404,94291,45113,6353,178,39669,40368,-699,18247,8011,8011,13411,14110,2415.0,9.45,1316.0,5.2,5959.0,1438452.0,77609.0,1522020.0
2015-03-01,경상남도,4800000000,104279,140345,206213,188095,229074,239834,193847,94538,45394,6385,178,46278,45291,987,22015,9090,9090,15173,14186,2715.0,9.6,1692.0,6.0,5991.0,1442812.0,76158.0,1524961.0
2015-04-01,경상남도,4800000000,104028,140287,206113,188112,228590,239713,194368,94749,45670,6431,179,38367,37323,1044,19966,6554,6554,11847,10803,2644.0,9.65,1450.0,5.3,5995.0,1448198.0,76240.0,1530433.0
2015-05-01,경상남도,4800000000,103642,140385,205405,187975,227963,239361,194620,94829,45792,6447,183,35672,35091,581,18675,6247,6247,10750,10169,2440.0,8.62,1739.0,6.1,6058.0,1452276.0,75747.0,1534081.0
2015-06-01,경상남도,4800000000,103194,140328,205141,187977,227543,239152,195691,94864,46296,6496,181,38018,38441,-423,20035,6735,6735,11248,11671,2423.0,8.84,1685.0,6.1,6080.0,1456443.0,75978.0,1538501.0
2015-07-01,경상남도,4800000000,102684,140443,204577,187988,227361,238972,196591,94989,46466,6500,178,34066,34882,-816,16925,6838,6838,10303,11119,2435.0,8.59,1374.0,4.8,6102.0,1460863.0,73727.0,1540692.0
2015-08-01,경상남도,4800000000,102233,140288,203887,187991,226654,239260,197255,95129,46641,6553,181,32214,32337,-123,15136,6245,6245,10833,10956,2264.0,7.99,1426.0,5.0,6059.0,1464365.0,74299.0,1544723.0
2015-09-01,경상남도,4800000000,91302,109883,137071,144220,183909,206897,156695,63321,24402,3332,68,31211,29703,1508,15020,5577,5577,10614,9106,2505.0,9.13,1078.0,3.9,6091.0,1469114.0,74522.0,1549727.0
2015-10-01,경상남도,4800000000,90634,109510,136235,143415,183832,206545,157472,63765,24606,3366,66,36285,35282,1003,17610,6777,6777,11898,10895,2558.0,9.02,1419.0,5.0,6043.0,1473256.0,74952.0,1554251.0
2015-11-01,경상남도,4800000000,89972,109368,135457,142946,183363,206646,157852,64171,24822,3343,70,39672,39054,618,21866,6760,6760,11046,10428,2257.0,8.22,1587.0,5.8,6082.0,1478335.0,75148.0,1559565.0
2015-12-01,경상남도,4800000000,89425,109457,134971,142549,183381,206563,158060,64484,24914,3336,64,43683,42441,1242,22441,7825,7825,13417,12175,2138.0,7.53,2057.0,7.2,6076.0,1482942.0,75174.0,1564192.0
2016-01-01,경상남도,4800000000,88907,109530,134433,142245,183080,206317,158433,65071,25064,3337,65,38068,38550,-482,18606,7612,7612,11850,12332,2595.0,9.16,1599.0,5.6,6015.0,1489163.0,76786.0,1571964.0
2016-02-01,경상남도,4800000000,88443,109440,133662,141992,182961,206111,158984,65394,25225,3333,64,43029,43715,-686,19645,9008,9008,14376,15062,2334.0,8.81,1516.0,5.7,6023.0,1498457.0,77182.0,1581662.0
2016-03-01,경상남도,4800000000,87935,109438,132982,141620,182689,206005,159562,65710,25412,3337,63,39973,40216,-243,18881,7972,7972,13120,13363,2547.0,8.99,1561.0,5.5,6086.0,1503810.0,78111.0,1588007.0
2016-04-01,경상남도,4800000000,87331,109477,131964,141292,182432,205705,160222,66016,25621,3333,65,34249,33457,792,17366,6130,6130,10753,9961,2391.0,8.72,1427.0,5.2,6145.0,1508424.0,78606.0,1593175.0
2016-05-01,경상남도,4800000000,86771,109713,131189,140963,182096,205245,160764,66272,25790,3328,60,33272,33010,262,17283,5675,5675,10314,10052,2356.0,8.31,1564.0,5.5,6173.0,1512737.0,79276.0,1598186.0
2016-06-01,경상남도,4800000000,86148,109885,130508,140634,181877,204930,161743,66394,26163,3365,60,32391,32116,275,16580,5655,5655,10156,9881,2147.0,7.82,1560.0,5.7,6244.0,1517190.0,79808.0,1603242.0
2016-07-01,경상남도,4800000000,85577,110069,129925,140202,181800,204701,162714,66604,26322,3397,60,27779,27885,-106,13520,5098,5098,9161,9267,2206.0,7.78,1232.0,4.3,6285.0,1521852.0,81245.0,1609382.0
2016-08-01,경상남도,4800000000,85061,110202,129209,139635,181630,204688,163353,66916,26466,3442,61,32183,33006,-823,15053,6131,6131,10999,11822,2270.0,8.0,1477.0,5.2,6306.0,1523139.0,81486.0,1610931.0
2016-09-01,경상남도,4800000000,47184,46215,38756,61774,73505,49355,33752,14865,7620,1321,30,27454,27623,-169,13338,4937,4937,9179,9348,2330.0,8.49,1057.0,3.9,6234.0,1525790.0,81984.0,1614008.0
2016-10-01,경상남도,4800000000,47287,46592,38800,61681,74241,49680,34089,14951,7714,1334,30,31838,31236,602,15585,5821,5821,10432,9830,2087.0,7.36,1263.0,4.5,6263.0,1528079.0,82162.0,1616504.0
2016-11-01,경상남도,4800000000,47145,46794,38927,61594,74457,49979,34224,15029,7770,1347,30,33251,32673,578,16360,6076,6076,10815,10237,2067.0,7.53,1548.0,5.6,6300.0,1532169.0,83043.0,1621512.0
2016-12-01,경상남도,4800000000,47021,46963,39015,61611,74700,50270,34347,15128,7778,1331,32,38465,36693,1772,17647,7225,7225,13593,11821,1808.0,6.37,1776.0,6.3,6291.0,1536157.0,82796.0,1625244.0
2017-01-01,경상남도,4800000000,46966,47215,39042,61610,75024,50503,34499,15279,7817,1355,30,33822,33949,-127,15070,6909,6909,11843,11970,2331.0,8.19,1536.0,5.4,6271.0,1542202.0,83135.0,1631608.0
2017-02-01,경상남도,4800000000,46802,47515,38987,61529,75391,50723,34672,15343,7873,1348,32,42196,44175,-1979,18250,9068,9068,14878,16857,2000.0,7.78,1273.0,5.0,6306.0,1544956.0,83697.0,1634959.0
2017-03-01,경상남도,4800000000,46705,47700,38928,61430,75615,50972,34807,15418,7929,1354,31,38197,38767,-570,17647,7747,7747,12803,13373,2203.0,7.74,1410.0,5.0,6362.0,1548977.0,84061.0,1639400.0
2017-04-01,경상남도,4800000000,46562,47933,38903,61282,75807,51132,34952,15519,7962,1355,32,31635,31979,-344,16511,5625,5625,9499,9843,2093.0,7.6,1295.0,4.7,6400.0,1552763.0,83838.0,1643001.0
2017-05-01,경상남도,4800000000,46415,48139,38786,61258,75962,51276,35135,15566,7991,1367,30,36716,36277,439,19619,6196,6196,10901,10462,2053.0,7.21,1681.0,5.9,6430.0,1555962.0,83370.0,1645762.0
2017-06-01,경상남도,4800000000,46188,48422,38537,61203,76132,51336,35366,15591,8070,1381,32,35099,34485,614,18660,5781,5781,10658,10044,1901.0,6.9,1355.0,4.9,6511.0,1560027.0,83397.0,1649935.0
2017-07-01,경상남도,4800000000,46018,48733,38404,61117,76332,51393,35642,15636,8080,1380,35,32708,31780,928,16460,5616,5616,10632,9704,1963.0,6.89,1116.0,3.9,6541.0,1563264.0,83206.0,1653011.0
2017-08-01,경상남도,4800000000,45951,49002,38379,61083,76504,51667,35788,15705,8079,1398,35,34778,35344,-566,16310,6251,6251,12217,12783,2087.0,7.33,1218.0,4.3,6559.0,1565270.0,82965.0,1654794.0
2017-09-01,경상남도,4800000000,1094137,1320900,1792402,1896339,2297643,2277250,1680561,776181,378177,56052,1808,30366,29827,539,14736,5191,5191,10439,9900,1978.0,7.17,990.0,3.6,6592.0,1568731.0,82953.0,1658276.0
2017-10-01,경상남도,4800000000,1089606,1319941,1785292,1890662,2299553,2278124,1691915,779329,381558,56552,1837,28356,26171,2185,13382,4658,4658,10316,8131,1849.0,6.49,1004.0,3.5,6614.0,1571669.0,82753.0,1661036.0
2017-11-01,경상남도,4800000000,1084104,1319644,1781745,1889107,2296445,2282245,1696312,783195,384494,56776,1869,32808,31429,1379,16232,5678,5678,10898,9519,1743.0,6.32,1498.0,5.4,6645.0,1576428.0,82705.0,1665778.0
2017-12-01,경상남도,4800000000,1079575,1319939,1778450,1888181,2296320,2286203,1699088,785597,385907,56711,1837,36498,35017,1481,17514,6764,6764,12220,10739,1648.0,5.78,1602.0,5.6,6685.0,1578482.0,82642.0,1667809.0
2018-01-01,경상남도,4800000000,1074872,1320974,1774747,1887128,2294308,2289392,1699941,793215,388164,56898,1857,39383,39386,-3,18375,7805,7805,13203,13206,2076.0,7.3,1478.0,5.2,6623.0,1581962.0,82756.0,1671341.0
2018-02-01,경상남도,4800000000,1069995,1323022,1770718,1885526,2294907,2291650,1704259,796970,390075,56976,1869,38428,39788,-1360,17479,7854,7854,13095,14455,1843.0,7.2,1156.0,4.5,6624.0,1584249.0,82509.0,1673382.0
2018-03-01,경상남도,4800000000,1064380,1325056,1766235,1883688,2293537,2294241,1709964,800841,392251,57269,1900,38478,39453,-975,18431,7465,7465,12582,13557,2019.0,7.1,1329.0,4.7,6657.0,1587805.0,82675.0,1677137.0
2018-04-01,경상남도,4800000000,1059307,1326777,1760767,1882697,2290870,2294565,1717541,803117,395080,57446,1889,31844,32295,-451,16129,5866,5866,9849,10300,1782.0,6.5,1157.0,4.2,6734.0,1590165.0,82570.0,1679469.0
2018-05-01,경상남도,4800000000,1054380,1327378,1753988,1880750,2286448,2291043,1721533,803681,396341,57083,1728,32543,32195,348,16645,5639,5639,10259,9911,1913.0,6.7,1409.0,4.9,6784.0,1592332.0,82144.0,1681260.0
2018-06-01,경상남도,4800000000,1049081,1328457,1748196,1881251,2284898,2290967,1732354,804885,400240,57447,1732,30109,30366,-257,16090,5070,5070,8949,9206,1688.0,6.1,1161.0,4.2,6864.0,1595302.0,81782.0,1683948.0
2018-07-01,경상남도,4800000000,1044575,1327966,1742700,1881431,2285194,2290780,1742412,806759,402071,57628,1722,31145,31427,-282,16006,5606,5606,9533,9815,1754.0,6.2,1165.0,4.1,6822.0,1597910.0,81986.0,1686718.0
2018-08-01,경상남도,4800000000,1040954,1327726,1737291,1882300,2284603,2293422,1750962,808663,403721,58065,1725,32010,32641,-631,16131,5760,5760,10119,10750,1785.0,6.3,1161.0,4.1,6817.0,1599321.0,82556.0,1688694.0
2018-09-01,경상남도,4800000000,100505,133499,174890,162481,219292,264230,261472,132946,77213,11771,361,22885,23590,-705,11471,4226,4226,7188,7893,1605.0,5.8,745.0,2.7,6842.0,1599867.0,82548.0,1689257.0
2018-10-01,경상남도,4800000000,100237,133200,174159,162135,219402,263717,262803,133342,77827,11853,376,30481,31096,-615,15377,5601,5601,9503,10118,1705.0,6.0,1171.0,4.1,6911.0,1601876.0,82192.0,1690979.0
2018-11-01,경상남도,4800000000,99746,133018,173888,161808,218923,264002,262953,134201,78247,11888,362,29139,29338,-199,14812,5179,5179,9148,9347,1655.0,6.0,1389.0,5.0,6930.0,1604720.0,82013.0,1693663.0
2018-12-01,경상남도,4800000000,99379,132947,173587,161505,218809,264247,263043,134783,78574,11815,349,33269,33949,-680,16703,6277,6277,10289,10969,1399.0,4.9,1675.0,5.9,7003.0,1605803.0,81642.0,1694448.0
2019-01-01,경상남도,4800000000,99035,132684,173167,161334,218472,264357,262354,136457,78980,11816,349,40480,40989,-509,20194,7713,7713,12573,13082,2019.0,7.1,1253.0,4.4,6875.0,1610094.0,81348.0,1698317.0
2019-02-01,경상남도,4800000000,98662,132642,172659,161156,218465,264150,262643,137138,79413,11782,354,41218,43422,-2204,18942,8745,8745,13531,15735,1717.0,6.7,1055.0,4.1,6872.0,1609507.0,81113.0,1697492.0
2019-03-01,경상남도,4800000000,98196,132467,172308,161042,218144,264126,263243,137650,79820,11822,360,36734,37827,-1093,17480,7746,7746,11508,12601,1664.0,5.8,1079.0,3.8,6902.0,1610004.0,80870.0,1697776.0
2019-04-01,경상남도,4800000000,97836,132309,171770,160912,217710,263836,264009,138025,80161,11873,360,32983,33844,-861,16999,6324,6324,9660,10521,1690.0,6.1,1112.0,4.0,6962.0,1611833.0,81769.0,1700564.0
2019-05-01,경상남도,4800000000,97364,132470,171278,160849,217113,263235,264581,137981,80359,11821,345,30943,31921,-978,16179,5633,5633,9131,10109,1569.0,5.5,1279.0,4.5,6992.0,1614223.0,82885.0,1704100.0
2019-06-01,경상남도,4800000000,96817,132456,170945,160589,216691,262593,265988,138123,80912,11879,346,26267,27009,-742,13885,4882,4882,7500,8242,1471.0,5.3,1015.0,3.7,7010.0,1616703.0,83838.0,1707551.0
2019-07-01,경상남도,4800000000,96419,132391,170442,160385,216458,262074,267146,138065,81214,11926,343,31634,32070,-436,16685,5651,5651,9298,9734,1553.0,5.5,1035.0,3.6,6998.0,1619709.0,84807.0,1711514.0
2019-08-01,경상남도,4800000000,96036,132133,170194,160365,215872,262025,267950,138112,81500,11974,337,30261,31059,-798,15647,5305,5305,9309,10107,1515.0,5.3,1071.0,3.8,7006.0,1621955.0,85025.0,1713986.0
2019-09-01,경상남도,4800000000,116095,146271,193766,189901,237485,270465,242741,120708,69628,9758,279,26426,27515,-1089,13351,4949,4949,8126,9215,1572.0,5.7,799.0,2.9,7083.0,1625167.0,85635.0,1717885.0
2019-10-01,경상남도,4800000000,115585,146116,192915,189227,237906,269770,243932,121252,70169,9865,285,30243,30245,-2,15536,5346,5346,9361,9363,1654.0,5.8,1182.0,4.2,7114.0,1624745.0,83455.0,1715314.0
2019-11-01,경상남도,4800000000,114913,146200,192955,189005,237475,270001,244286,121784,70730,9837,298,29596,29887,-291,15261,5201,5201,9134,9425,1490.0,5.4,1177.0,4.3,7130.0,1626166.0,84471.0,1717767.0
2019-12-01,경상남도,4800000000,114305,146096,192565,188858,237457,270224,244664,121942,71063,9815,295,39466,39773,-307,20334,6760,6760,12372,12679,1336.0,4.7,1556.0,5.5,7051.0,1628819.0,85633.0,1721503.0
2020-01-01,경상남도,4800000000,113683,145903,192050,188750,237118,270074,244950,122820,71535,9849,301,41860,42474,-614,22069,7494,7494,12297,12911,1633.0,5.8,1197.0,4.2,7036.0,1632572.0,86719.0,1726327.0
2020-02-01,경상남도,4800000000,113188,145807,191506,188594,237369,269978,245490,123211,71815,9862,298,44995,47008,-2013,22224,8751,8751,14020,16033,1454.0,5.5,1115.0,4.2,7054.0,1635152.0,87738.0,1729944.0
2020-03-01,경상남도,4800000000,112434,145734,191115,188410,237335,269970,246199,123641,72144,9883,298,38811,41934,-3123,18800,7574,7574,12437,15560,1484.0,5.3,1062.0,3.8,7075.0,1635869.0,89131.0,1732075.0
2020-04-01,경상남도,4800000000,111851,145671,190631,188204,237103,269747,247101,123941,72393,9948,296,32365,34061,-1696,16780,5930,5930,9655,11351,1471.0,5.4,877.0,3.2,7107.0,1639309.0,90361.0,1736777.0
2020-05-01,경상남도,4800000000,111246,145803,190076,188082,236757,269034,247924,123815,72640,9959,288,28774,30403,-1629,14681,5357,5357,8736,10365,1400.0,5.0,1016.0,3.6,7121.0,1642819.0,91556.0,1741496.0
2020-06-01,경상남도,4800000000,110496,145955,189558,187801,236658,268512,249224,123731,73311,10040,292,29426,30887,-1461,14554,5617,5617,9255,10716,1387.0,5.1,912.0,3.3,7183.0,1648124.0,93383.0,1748690.0
2020-07-01,경상남도,4800000000,109934,145926,189028,187554,236655,268055,250482,123731,73565,10068,286,27989,29434,-1445,13995,5330,5330,8664,10109,1464.0,5.2,891.0,3.2,7167.0,1651978.0,93737.0,1752882.0
